hyperedge_id,source_nodes,target_nodes,source_size,target_size,reaction_id,sign,control_id
0,7740|26110|26163,26161|26171,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2794,1,http://www.reactome.org/biopax/96/48887#Catalysis1312
1,6412|23832|23940|24508,23968|24572|24583,4,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1188,1,http://www.reactome.org/biopax/96/48887#Catalysis494
2,6627|6637,6636,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1539,1,http://www.reactome.org/biopax/96/48887#Catalysis663
3,17751|19137,19135,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction11433,1,http://www.reactome.org/biopax/96/48887#Catalysis5515
4,2340|6537,19152|19164|19169|19170|21205,2,5,http://www.reactome.org/biopax/96/48887#BiochemicalReaction11457,1,http://www.reactome.org/biopax/96/48887#Catalysis5525
6,17688|23420|23968|25451|25462,23832|24707|25483,5,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8984,1,http://www.reactome.org/biopax/96/48887#Catalysis3665
7,2863|25019|25026,23546|25993,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction12077,1,http://www.reactome.org/biopax/96/48887#Catalysis5667
8,9086|24772,9088|24855,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4211,1,http://www.reactome.org/biopax/96/48887#Catalysis1560
9,10277|15602,10278,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction5646,1,http://www.reactome.org/biopax/96/48887#Catalysis2195
10,7580|14596,18357|18358,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction10595,1,http://www.reactome.org/biopax/96/48887#Catalysis4949
11,10961|16222,10960|14834,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction6293,1,http://www.reactome.org/biopax/96/48887#Catalysis2371
12,956|16828|18804,16458|18805,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction11107,1,http://www.reactome.org/biopax/96/48887#Catalysis5302
13,3644|24772,3645|24855,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction13047,1,http://www.reactome.org/biopax/96/48887#Catalysis6026
14,6103|14834,6113,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction963,1,http://www.reactome.org/biopax/96/48887#Catalysis365
15,5024|20508,5023|14834,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction14633,1,http://www.reactome.org/biopax/96/48887#Catalysis6458
16,5727|19012|23533,19010|23534,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction916,1,http://www.reactome.org/biopax/96/48887#Catalysis347
17,12860|14155,22868,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4504,1,http://www.reactome.org/biopax/96/48887#Control973
18,758|17606|23832,759|23855,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8821,1,http://www.reactome.org/biopax/96/48887#Catalysis3554
20,9419|12978,14550,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4507,1,http://www.reactome.org/biopax/96/48887#Control975
21,562|23832|26155,23855|26124,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8233,1,http://www.reactome.org/biopax/96/48887#Catalysis3058
22,10835|10899,10900|23975,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction6257,1,http://www.reactome.org/biopax/96/48887#Catalysis2366
23,11270,11459|23501,1,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction388,1,http://www.reactome.org/biopax/96/48887#Catalysis111
24,747|23832|24573,23855|24567,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8783,1,http://www.reactome.org/biopax/96/48887#Catalysis3522
25,7580|22543,18269|18270,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction10505,1,http://www.reactome.org/biopax/96/48887#Catalysis4913
26,7014|26161,26163,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1859,1,http://www.reactome.org/biopax/96/48887#Catalysis799
27,639|16382,16458|18784,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction11089,1,http://www.reactome.org/biopax/96/48887#Catalysis5284
28,9176|24772|26087,24855|26095,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction235,1,http://www.reactome.org/biopax/96/48887#Catalysis53
29,17388|23411|24313,24157|24314,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8486,1,http://www.reactome.org/biopax/96/48887#Catalysis3248
30,7060|23832|24772|26235,23855|24855|26236,4,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1904,1,http://www.reactome.org/biopax/96/48887#Catalysis810
31,619|24190|24192,23648|24193|24904,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8386,1,http://www.reactome.org/biopax/96/48887#Catalysis3162
33,9295|24772,9296|24855,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4334,1,http://www.reactome.org/biopax/96/48887#Catalysis1601
34,2913|11981,2879|2893|16174,2,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction677,1,http://www.reactome.org/biopax/96/48887#Catalysis248
35,2397|23546|25120,2395|26160|26243,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction11537,1,http://www.reactome.org/biopax/96/48887#Catalysis5550
36,15249|23786|23832,23792,3,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction5094,1,http://www.reactome.org/biopax/96/48887#Catalysis2023
37,21746|23366|23832|24772,23367|23855|24855,4,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2173,1,http://www.reactome.org/biopax/96/48887#Catalysis1048
38,1377|23217|23464|24029|25576|26287,24018|25577|25582,6,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction10087,1,http://www.reactome.org/biopax/96/48887#Catalysis4609
39,3057|14647|22515|26149,3056,4,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction12384,-1,http://www.reactome.org/biopax/96/48887#Control2329
40,10833|10836|24772,10837|24855,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction6187,1,http://www.reactome.org/biopax/96/48887#Catalysis2335
41,7826|23832,22331|22332,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2869,1,http://www.reactome.org/biopax/96/48887#Catalysis1343
42,11663,11673,1,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction423,1,http://www.reactome.org/biopax/96/48887#Catalysis130
43,2667|19400|23533,2670|19399|23534,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction11817,1,http://www.reactome.org/biopax/96/48887#Catalysis5616
45,6718|21191|21287,6719,3,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1568,1,http://www.reactome.org/biopax/96/48887#Catalysis678
46,646|24401|24423,24390|24402|24424,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8568,1,http://www.reactome.org/biopax/96/48887#Catalysis3324
47,5112|12210,21566,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8307,1,http://www.reactome.org/biopax/96/48887#Control1612
48,7929|12763,22415,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction3005,1,http://www.reactome.org/biopax/96/48887#Control459
49,8829|24772,8830|24855,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction3969,1,http://www.reactome.org/biopax/96/48887#Catalysis1484
50,7298|12922,21864,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2347,1,http://www.reactome.org/biopax/96/48887#Control277
51,5384|13765,13767|26071,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction14970,1,http://www.reactome.org/biopax/96/48887#Catalysis6625
52,552|23325|24065,23893|24069,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8210,1,http://www.reactome.org/biopax/96/48887#Catalysis3039
53,10278|15724,10279,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction5647,1,http://www.reactome.org/biopax/96/48887#Catalysis2198
54,4653|4654|24772,4656|24855,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction14182,-1,http://www.reactome.org/biopax/96/48887#Control2664
55,9493,9467,1,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction258,1,http://www.reactome.org/biopax/96/48887#Catalysis60
57,14766|15709|24772,15710|23968|24855,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction5628,1,http://www.reactome.org/biopax/96/48887#Catalysis2185
59,1107|16073|25099,16075|23832|25100,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction9527,1,http://www.reactome.org/biopax/96/48887#Catalysis4097
60,21686|24180,24429,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2070,1,http://www.reactome.org/biopax/96/48887#Catalysis968
61,6759|9047|23789,6760|23814,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4167,1,http://www.reactome.org/biopax/96/48887#Catalysis1547
62,1108|23968|25451|25492,24527|25481|25483,4,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction9982,1,http://www.reactome.org/biopax/96/48887#Catalysis4526
63,9319|9321|23832,9320|23855,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4359,1,http://www.reactome.org/biopax/96/48887#Catalysis1615
64,7175|23382|26198,23383|23384,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2201,1,http://www.reactome.org/biopax/96/48887#Catalysis1071
65,250|23570|23571,243|13181|23575|23578|23589,3,5,http://www.reactome.org/biopax/96/48887#BiochemicalReaction482,1,http://www.reactome.org/biopax/96/48887#Catalysis159
66,6984|24772,23975|26219,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction6109,-1,http://www.reactome.org/biopax/96/48887#Control1264
67,12349|14542|21402,2839,3,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction12041,1,http://www.reactome.org/biopax/96/48887#Control2196
68,5112|12213,17385,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8310,1,http://www.reactome.org/biopax/96/48887#Control1615
69,3273|17330,3283,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction703,1,http://www.reactome.org/biopax/96/48887#Catalysis260
70,21679|24180,24429,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2056,1,http://www.reactome.org/biopax/96/48887#Control221
71,8771|14834,8773,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction3917,1,http://www.reactome.org/biopax/96/48887#Catalysis1479
72,10027|21721,15412|15413|15414|15415|15416|15417|15418|15419|15420|15421|15422|15423|15424|15425|15426|15427|15428|15429|15430|15431|15432|15433|15434|15435|15436|15437|15438|15439|15440|15441|15442|15443|15444|15445|15446|15447|15448|15449|15450|15451|15452|15453|15454|15455|15456|15457|15458|15459|15460|15461|15462|15463|15464|15465|15466|15467|15468|15469|15470|15471|15472,2,61,http://www.reactome.org/biopax/96/48887#BiochemicalReaction5372,1,http://www.reactome.org/biopax/96/48887#Control1072
73,3579|24772,3580|24855,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction12976,1,http://www.reactome.org/biopax/96/48887#Catalysis6002
74,1669|18299,18300,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction10544,1,http://www.reactome.org/biopax/96/48887#Control1917
75,8191|14104,8188|14103|21343|23855,2,4,http://www.reactome.org/biopax/96/48887#BiochemicalReaction3226,1,http://www.reactome.org/biopax/96/48887#Catalysis1395
76,10461|11339|14162,10789,3,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction6635,-1,http://www.reactome.org/biopax/96/48887#Control1339
77,17465|24219|24306|25078,23879|24307|24904,4,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8480,1,http://www.reactome.org/biopax/96/48887#Catalysis3245
78,7327|7328|23458|25078,7331|23459|23460,4,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2380,1,http://www.reactome.org/biopax/96/48887#Catalysis1139
79,12816|22368,22525,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction3456,-1,http://www.reactome.org/biopax/96/48887#Control571
80,5963|8987|23898,5984|23532,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction15782,1,http://www.reactome.org/biopax/96/48887#Catalysis6740
81,14580|17306,539,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8157,1,http://www.reactome.org/biopax/96/48887#Catalysis2991
82,17465|24219|24275|25078,23879|24278|24904,4,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8460,1,http://www.reactome.org/biopax/96/48887#Catalysis3226
83,6539|21116|23789,6540|23814,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1379,1,http://www.reactome.org/biopax/96/48887#Catalysis604
84,10122|15716|24904,15717|23555,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction5640,-1,http://www.reactome.org/biopax/96/48887#Control1127
85,17892|23832|24701|24772|25060,23855|23968|24711|24855|25063,5,5,http://www.reactome.org/biopax/96/48887#BiochemicalReaction9490,1,http://www.reactome.org/biopax/96/48887#Catalysis4061
86,20448|20452|24772,20453|24855,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction14453,1,http://www.reactome.org/biopax/96/48887#Catalysis6394
87,368|24772,370|24855,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction7931,1,http://www.reactome.org/biopax/96/48887#Catalysis2810
88,2140|9827|15314,2140|9831,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction5203,1,http://www.reactome.org/biopax/96/48887#Catalysis2079
89,6707|6709,6711,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1557,1,http://www.reactome.org/biopax/96/48887#Catalysis670
90,6993|26090,26181,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1838,1,http://www.reactome.org/biopax/96/48887#Catalysis784
91,10564|14382|23819,10599|23003|23975,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction5945,-1,http://www.reactome.org/biopax/96/48887#Control1237
92,24601|25235,25236,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction9639,-1,http://www.reactome.org/biopax/96/48887#Control1833
93,4477|23832|23940|26250,23968|24572|26040,4,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction13962,1,http://www.reactome.org/biopax/96/48887#Catalysis6256
94,5224|5225,5226|5227|23534,2,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction14790,1,http://www.reactome.org/biopax/96/48887#Catalysis6523
95,5317|20682,5318,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction14870,1,http://www.reactome.org/biopax/96/48887#Control2815
96,21217|22479|24772,22495|24855,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction3300,1,http://www.reactome.org/biopax/96/48887#Catalysis1419
97,8093|10891|23789,8095|23814,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction6245,1,http://www.reactome.org/biopax/96/48887#Catalysis2362
98,5401|13817,23150,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction15898,1,http://www.reactome.org/biopax/96/48887#Catalysis6785
99,8891|24772,8892|24855,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4025,1,http://www.reactome.org/biopax/96/48887#Catalysis1490
100,5699|12588,20902,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction15394,1,http://www.reactome.org/biopax/96/48887#Control2986
101,1943|21256|23458|25078,18502|23459|23460,4,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction10880,1,http://www.reactome.org/biopax/96/48887#Catalysis5096
102,563|23832|26156,23855|24092,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8239,1,http://www.reactome.org/biopax/96/48887#Catalysis3064
103,15138|24772,23975|26219,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4963,1,http://www.reactome.org/biopax/96/48887#Catalysis1951
104,19213|22078,19214|19215,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction11508,1,http://www.reactome.org/biopax/96/48887#Catalysis5540
106,2622|11269,2625|16457,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction11778,1,http://www.reactome.org/biopax/96/48887#Catalysis5601
107,12093|23531,12101|23532,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction458,1,http://www.reactome.org/biopax/96/48887#Catalysis147
108,3619|24772,3620|24855,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction13012,1,http://www.reactome.org/biopax/96/48887#Catalysis6015
109,7958|12766,23108,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction3022,1,http://www.reactome.org/biopax/96/48887#Control475
111,10999|24772,11000|11001|24855,2,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction6342,1,http://www.reactome.org/biopax/96/48887#Catalysis2398
112,4239|4241|24772,4240|24855,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction13699,-1,http://www.reactome.org/biopax/96/48887#Control2539
113,9688|14266,14269,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction5102,1,http://www.reactome.org/biopax/96/48887#Catalysis2030
114,17457|23639|23646|24923|25078,24259|24262|24904,5,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8448,1,http://www.reactome.org/biopax/96/48887#Catalysis3214
115,21761|26181,26090,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2183,1,http://www.reactome.org/biopax/96/48887#Control237
116,1573|18245|23165|23533,1573|23534|23709|24007,4,4,http://www.reactome.org/biopax/96/48887#BiochemicalReaction10479,1,http://www.reactome.org/biopax/96/48887#Catalysis4906
117,18078|25451|25985,25483|25730,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction10203,1,http://www.reactome.org/biopax/96/48887#Catalysis4716
118,18064|23639|23648|24923|25078,24259|24904|25677,5,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction10168,1,http://www.reactome.org/biopax/96/48887#Catalysis4683
119,21742|24923|26171,23364|23968,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2164,-1,http://www.reactome.org/biopax/96/48887#Control230
121,5605|23127,22856,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction15275,-1,http://www.reactome.org/biopax/96/48887#Control2933
122,21972|22168,22169|22174,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2639,1,http://www.reactome.org/biopax/96/48887#Catalysis1247
123,639|21257,16458|18761,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction11071,1,http://www.reactome.org/biopax/96/48887#Catalysis5266
124,6640|6682,6683|21271,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1518,1,http://www.reactome.org/biopax/96/48887#Catalysis659
125,2192|2194,666|2195|11907|18968,2,4,http://www.reactome.org/biopax/96/48887#BiochemicalReaction11273,1,http://www.reactome.org/biopax/96/48887#Catalysis5435
126,7773|24389,24437,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2819,1,http://www.reactome.org/biopax/96/48887#Catalysis1322
127,136|13045,16993,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction7710,1,http://www.reactome.org/biopax/96/48887#Control1543
128,12358|19466,19468,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction12135,1,http://www.reactome.org/biopax/96/48887#Control2226
129,4970|23832,4969|23855,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction14517,1,http://www.reactome.org/biopax/96/48887#Catalysis6408
130,6376|13864,13865,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1136,-1,http://www.reactome.org/biopax/96/48887#Control130
131,6377|13806,13807,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction15858,1,http://www.reactome.org/biopax/96/48887#Catalysis6763
132,11052|23832|23912,23895|23896|23897,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction6407,1,http://www.reactome.org/biopax/96/48887#Catalysis2424
133,8994|24772,8995|24855,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4117,1,http://www.reactome.org/biopax/96/48887#Catalysis1526
134,9261|9263|9267,9266,3,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4317,-1,http://www.reactome.org/biopax/96/48887#Control936
135,5181|20587|20588|20589|20591|20592|20593|20594|20595|20596|20597|23165,5182|16016|16039|20577|20580|20581|20583|20584|23534|23709,12,10,http://www.reactome.org/biopax/96/48887#BiochemicalReaction14760,1,http://www.reactome.org/biopax/96/48887#Catalysis6510
136,4108|12442,23035,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction13523,1,http://www.reactome.org/biopax/96/48887#Control2483
137,13300|24075|25830,23622|23968|24157,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction10283,1,http://www.reactome.org/biopax/96/48887#Catalysis4788
138,17283|17285|23330,17287|23329|26255,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8146,1,http://www.reactome.org/biopax/96/48887#Catalysis2984
139,8650|12190,22608,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction7637,-1,http://www.reactome.org/biopax/96/48887#Control1523
140,16313|17206|17217,3016,3,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction688,-1,http://www.reactome.org/biopax/96/48887#Control65
141,10244|23819,10245|23975,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction5596,1,http://www.reactome.org/biopax/96/48887#Catalysis2168
142,2996|26161,26163,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction12317,1,http://www.reactome.org/biopax/96/48887#Catalysis5744
143,3406|25451|26205,23867|23968|25483,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction12783,1,http://www.reactome.org/biopax/96/48887#Catalysis5931
144,5002|12501,5003,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction14581,-1,http://www.reactome.org/biopax/96/48887#Control2737
145,6216|8469|23698,4510|23711,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction15993,1,http://www.reactome.org/biopax/96/48887#Catalysis6800
146,1230|25330|26309,25033|26198|26308,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction9785,1,http://www.reactome.org/biopax/96/48887#Catalysis4341
147,6143|10809|14945,6146,3,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction15946,1,http://www.reactome.org/biopax/96/48887#Control3177
148,17344|17358|23165,17351|23709,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction710,1,http://www.reactome.org/biopax/96/48887#Catalysis267
149,3054|14647|22515|26149,3056,4,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction12384,1,http://www.reactome.org/biopax/96/48887#Control2332
151,9490|21955|24772,19186|24855,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4568,1,http://www.reactome.org/biopax/96/48887#Catalysis1657
153,17527|23832|24488,24490|24491,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8642,1,http://www.reactome.org/biopax/96/48887#Catalysis3391
154,7677|23481|25462,26250,3,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2704,1,http://www.reactome.org/biopax/96/48887#Catalysis1254
155,3426|3430|24772,8507|24855,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction12810,-1,http://www.reactome.org/biopax/96/48887#Control2390
156,7176|26110,26171,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2203,1,http://www.reactome.org/biopax/96/48887#Control253
157,6645|26139,26138,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1483,1,http://www.reactome.org/biopax/96/48887#Catalysis645
159,1718|18409|23546,18410|18411,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction10632,1,http://www.reactome.org/biopax/96/48887#Catalysis4970
160,12974|14155,23164,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4498,1,http://www.reactome.org/biopax/96/48887#Control966
161,26171|26181,26090,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2194,1,http://www.reactome.org/biopax/96/48887#Control244
163,4133,20069|20070|22042,1,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction13552,1,http://www.reactome.org/biopax/96/48887#Catalysis6121
164,8058|8060|8062,8061,3,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction3107,-1,http://www.reactome.org/biopax/96/48887#Control499
166,3101|8768,14575|14834,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction3914,1,http://www.reactome.org/biopax/96/48887#Catalysis1477
167,9272|14239|24772,4668|24855,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction14192,1,http://www.reactome.org/biopax/96/48887#Catalysis6294
168,6958|23165,6345|23709,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1808,1,http://www.reactome.org/biopax/96/48887#Catalysis765
169,14878|22458|23165,14877|23709,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction4487,1,http://www.reactome.org/biopax/96/48887#Control958
170,1166|23832|25250|25462,25256|26157,4,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction9665,1,http://www.reactome.org/biopax/96/48887#Catalysis4228
171,3330|13829,16174,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction715,1,http://www.reactome.org/biopax/96/48887#Catalysis272
172,20916|24972|25078,24904|25086,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1216,1,http://www.reactome.org/biopax/96/48887#Catalysis515
173,14008|22042,14058,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2604,1,http://www.reactome.org/biopax/96/48887#Catalysis1214
174,14834|15368|16823,11918,3,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction7271,-1,http://www.reactome.org/biopax/96/48887#Control1422
176,7119,6460|7116,1,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction2120,1,http://www.reactome.org/biopax/96/48887#Catalysis1011
178,10242|24772,10243|23855|24855,2,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction5594,1,http://www.reactome.org/biopax/96/48887#Catalysis2166
179,937|17763|23165,17770|23709|24007,3,3,http://www.reactome.org/biopax/96/48887#BiochemicalReaction9329,1,http://www.reactome.org/biopax/96/48887#Catalysis3948
180,7833|13022,16941,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction7513,1,http://www.reactome.org/biopax/96/48887#Control1479
182,5663|6242|24772,6243|24855,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1009,1,http://www.reactome.org/biopax/96/48887#Catalysis396
183,12932|22861,14469,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction3770,1,http://www.reactome.org/biopax/96/48887#Control815
184,17346|17634|23165,20851|23709,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction15129,1,http://www.reactome.org/biopax/96/48887#Catalysis6650
185,4171|16174,4172|9240,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction13597,1,http://www.reactome.org/biopax/96/48887#Catalysis6136
186,3182|19634|24772,3184|24855,3,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction12545,1,http://www.reactome.org/biopax/96/48887#Catalysis5841
187,2764|12241,17412,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction11923,1,http://www.reactome.org/biopax/96/48887#Control2136
188,4701|24772,4702|24855,2,2,http://www.reactome.org/biopax/96/48887#BiochemicalReaction14254,1,http://www.reactome.org/biopax/96/48887#Catalysis6323
189,6499|6500|6504,6501,3,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction1345,-1,http://www.reactome.org/biopax/96/48887#Control146
190,5112|12215,17387,2,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction8312,1,http://www.reactome.org/biopax/96/48887#Control1617
192,14721|15760|16407|16408,11231,4,1,http://www.reactome.org/biopax/96/48887#BiochemicalReaction6528,-1,http://www.reactome.org/biopax/96/48887#Control1325
