hyperedge_id,source_nodes,target_nodes,source_size,target_size,reaction_id,sign,control_id
2909,8541|13456|16462,8542|16466,3,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction3837,1,http://www.reactome.org/biopax/96/48895#Catalysis1748
2910,9030|9031|16462,9032|16466,3,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction4918,1,http://www.reactome.org/biopax/96/48895#Catalysis2091
2911,2102|14219|14220|14221|14223,2104|15575,5,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction2274,1,http://www.reactome.org/biopax/96/48895#Catalysis1081
2912,557|769|14087,569,3,1,http://www.reactome.org/biopax/96/48895#BiochemicalReaction8921,1,http://www.reactome.org/biopax/96/48895#Control921
2913,7338|15020|16387,15021|16386,3,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction7374,1,http://www.reactome.org/biopax/96/48895#Catalysis3431
2914,1254|14140,14087,2,1,http://www.reactome.org/biopax/96/48895#BiochemicalReaction2803,1,http://www.reactome.org/biopax/96/48895#Catalysis1323
2915,7326|14429|16351,14211|14431,3,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction7252,1,http://www.reactome.org/biopax/96/48895#Catalysis3311
2917,10828|13927|14362|15340,14308|15079|15341|16482,4,4,http://www.reactome.org/biopax/96/48895#BiochemicalReaction7728,1,http://www.reactome.org/biopax/96/48895#Catalysis3776
2918,7185|14117,7186|14793|15723,2,3,http://www.reactome.org/biopax/96/48895#BiochemicalReaction6939,1,http://www.reactome.org/biopax/96/48895#Catalysis3021
2919,1236|12006|16482,12007|16574,3,2,http://www.reactome.org/biopax/96/48895#BiochemicalReaction1250,1,http://www.reactome.org/biopax/96/48895#Catalysis546
