hyperedge_id,source_nodes,target_nodes,source_size,target_size,reaction_id,sign,control_id
4695,5087|17564|18888,17565|18085,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4394,-1,http://www.reactome.org/biopax/96/48892#Control533
4697,2813|15933,2804|17860,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction1788,1,http://www.reactome.org/biopax/96/48892#Catalysis838
4698,4751|16486|17119,4752|16998|18668,3,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3929,1,http://www.reactome.org/biopax/96/48892#Control453
4699,5107|17882|18785,17243|17382,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4429,1,http://www.reactome.org/biopax/96/48892#Catalysis2608
4701,11343|18180|18545,16324|18181,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5257,1,http://www.reactome.org/biopax/96/48892#Catalysis3169
4702,4766|17145,4767|17150,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3953,1,http://www.reactome.org/biopax/96/48892#Catalysis2164
4703,8101|12984,8102|12982,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction7430,1,http://www.reactome.org/biopax/96/48892#Catalysis4063
4704,189|197|16368,198|16453,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction8386,1,http://www.reactome.org/biopax/96/48892#Catalysis4447
4705,10491|16707,4567,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3517,1,http://www.reactome.org/biopax/96/48892#Catalysis1754
4706,10431|16649|18785,18229|18829,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3433,1,http://www.reactome.org/biopax/96/48892#Catalysis1671
4707,2787|2789|16368,2788|16453,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction1614,1,http://www.reactome.org/biopax/96/48892#Catalysis774
4708,2194|18223,18223,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction988,1,http://www.reactome.org/biopax/96/48892#Catalysis352
4709,9561|16415|17772|17914|18021,16417|17773|17936,5,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4573,1,http://www.reactome.org/biopax/96/48892#Catalysis2748
4710,15653|18695,15655,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction1475,1,http://www.reactome.org/biopax/96/48892#Control207
4711,5111|17382,16324|17605|17608,2,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4440,1,http://www.reactome.org/biopax/96/48892#Catalysis2619
4713,11425|18997,18968,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5385,1,http://www.reactome.org/biopax/96/48892#Catalysis3270
4714,4480|16481|16487|18668,16482|16488,4,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3280,1,http://www.reactome.org/biopax/96/48892#Catalysis1520
4715,2759|2760|2765|9323,2759|2766,4,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction1602,1,http://www.reactome.org/biopax/96/48892#Catalysis768
4716,4874|17119|17217,16998|17218,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4059,1,http://www.reactome.org/biopax/96/48892#Catalysis2245
4717,11391|16368|18785|18803,16324|16453|18236|18750,4,4,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5348,1,http://www.reactome.org/biopax/96/48892#Catalysis3239
4718,4908|17296|18785,16324|17657|17776,3,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4118,1,http://www.reactome.org/biopax/96/48892#Catalysis2304
4719,8317|9619|16368|18785,9620|16453|18750,4,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction7732,-1,http://www.reactome.org/biopax/96/48892#Control996
4720,11268|18077,18803,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction5162,1,http://www.reactome.org/biopax/96/48892#Catalysis3075
4721,4479|16488|17871,16489,3,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3281,1,http://www.reactome.org/biopax/96/48892#Catalysis1521
4722,5054|18367|18560,17117|17510,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4334,1,http://www.reactome.org/biopax/96/48892#Catalysis2513
4723,4619|16324|16808|18877,16810|18174|18917,4,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3611,1,http://www.reactome.org/biopax/96/48892#Catalysis1843
4724,4319|10166|18515,4320|18842,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction2906,1,http://www.reactome.org/biopax/96/48892#Catalysis1168
4725,4472|16448|16880,16882,3,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction3676,1,http://www.reactome.org/biopax/96/48892#Catalysis1904
4726,3654|7302|17020,7301|17029,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction6745,1,http://www.reactome.org/biopax/96/48892#Catalysis3836
4727,10587|17753,5175,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4554,1,http://www.reactome.org/biopax/96/48892#Catalysis2731
4728,3464|16368,3465|16453,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction2185,1,http://www.reactome.org/biopax/96/48892#Catalysis963
4731,10353|13693,771,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction8928,1,http://www.reactome.org/biopax/96/48892#Catalysis4600
4732,10721|16453,16368|17657,2,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4037,1,http://www.reactome.org/biopax/96/48892#Catalysis2223
4733,10862|10863,5148,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4509,1,http://www.reactome.org/biopax/96/48892#Catalysis2687
4734,10356|16415|17764|17914|18021,16417|17766|17936,5,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4569,1,http://www.reactome.org/biopax/96/48892#Catalysis2744
4735,4942|17369|18785|18888,17375|18823,4,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4180,1,http://www.reactome.org/biopax/96/48892#Catalysis2366
4736,5266|10957,5268,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4735,1,http://www.reactome.org/biopax/96/48892#Control571
4737,4936|17386|18689,17387|18693,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4201,1,http://www.reactome.org/biopax/96/48892#Catalysis2387
4738,5254|10260|17020,14836|17029,3,2,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4728,1,http://www.reactome.org/biopax/96/48892#Catalysis2896
4740,7897|12815|16552,7898|12803|18743,3,3,http://www.reactome.org/biopax/96/48892#BiochemicalReaction7209,1,http://www.reactome.org/biopax/96/48892#Catalysis3965
4742,11151|18367,18018,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction4996,1,http://www.reactome.org/biopax/96/48892#Catalysis2990
4743,2063|8524,8518,2,1,http://www.reactome.org/biopax/96/48892#BiochemicalReaction7951,1,http://www.reactome.org/biopax/96/48892#Control1033
